fake_name,Class
65 หจ.ทรัพย์ไพศาล จำกัด,firm
ซัคเซส บจ.ชัยเจริญศิลป์ ปริ้นท์ แอนด์ สกรีน จำกัด,firm
ภูเก็ต บจ.เดอะ แพนโดร่า จำกัด,firm
(ไทยแลนด์) บจ.เฮลท์ แอนด์ ริช จำกัด,firm
เซอร์วิส บจ.รักษาความปลอดภัย ไอรอน (1777) จำกัด,firm
เซอร์วิส บจ.ออลกู้ด จำกัด,firm
เอ็นจิเนียริ่ง บจ.เคเคพี พาวเวอร์ จำกัด,firm
8 บจ.อ้อยชุมชนหมู่ จำกัด,firm
สนามบิน บจ.เค พาวเวอร์ (2016) จำกัด,firm
ทูเดย์ บจ.บิวตี้ จำกัด,firm
หจ.แม่มดแฟชั่น,firm
บจ.คาเรปัง จำกัด,firm
ลอว์ บจ.เพรสทีจ จำกัด,firm
ปริ้นท์ บจ.โขมพัฒน์ ดีไซน์ แอนด์ จำกัด,firm
คอร์ป บจ.ดู ดี จำกัด,firm
พรอพเพอร์ตี้ บจ.เดอ ย่า จำกัด,firm
บจ.เภตรารุ่งเรือง จำกัด,firm
เจพี บจ.อะเบาท์ ลีฟวิ่ง บาย จำกัด,firm
โซลูชั่น บจ.เอทีไอ สมาร์ท จำกัด,firm
คอนสตรัคชั่น หจ.เมทัลโฮม สตีล แอนด์ จำกัด,firm
บจ.ศรัณย์ดา จำกัด,firm
(ท่ามะเขือ) หจ.บอสซุปเปอร์ถูก จำกัด,firm
เยส บจ.เอ็มวาย จำกัด,firm
2022 หจ.กิจเจริญ จำกัด,firm
นาน บจ.อยู่ นาน จำกัด,firm
แอดไวเซอรี่ บจ.แท็กซ์ ทอล์ค จำกัด,firm
ศรีวิไล หจ.แปลงใหญ่ จำกัด,firm
สามัคคีโนนสะอาด หจ.สวนยาง 85 จำกัด,firm
พลัส หจ.ไฟว์คิง ลิสซิ่ง จำกัด,firm
ปราสาท หจ.นาแปลงใหญ่หมู่ที่2 จำกัด,firm
ซัพพลาย บจ.พีเอ็นเอ ฟู้ด แอนด์ จำกัด,firm
เทรดดิ้ง บจ.อ. รุ่งเรือง จำกัด,firm
2021 หจ.ขวัญทรัพย์ จำกัด,firm
อินเตอร์กรุ๊ป บจ.คงมั่น จำกัด,firm
บจ.เทพเงินไทย จำกัด,firm
หจ.ทีกรุ๊ปออโต้พาร์ท,firm
บจ.ดิจิบาร์ จำกัด,firm
เฮลท์แคร์ บจ.เคแอล จำกัด,firm
วิลล์ บจ.เอฟ แอนด์ เอฟ จำกัด,firm
การโยธา บจ.เจ.เอส. จำกัด,firm
(ประเทศไทย) บจ.อนาไลติค เยนา อินสตรูเมนท์ จำกัด,firm
เบส.เซอร์วิสแอนด์ไอที.โซลูชั่น บจ.เดอะ จำกัด,firm
ยอชท์ บจ.ออมเบร จำกัด,firm
ซัคเซซ บจ.119 จำกัด,firm
ซัคเซส หจ.ทรีเอ็น จำกัด,firm
บจ.นำแสงกิจเจริญ(2020) จำกัด,firm
ซิสเต็ม บจ.เอสดี แอร์-คูลลิ่ง จำกัด,firm
นิวยอร์ค บจ.เกรซ ทัศศา อีสท์ แฮมป์ตัน จำกัด,firm
บจ.เฮิร์บ168 จำกัด,firm
คอนสตรัคชั่น บจ.ดุษฎี จำกัด,firm
เทรดดิ้ง บจ.ที.เค.เอ็ม. 26 จำกัด,firm
ออยล์ หจ.วุฒิการช่าง จำกัด,firm
(2021) บจ.บ้านแสนรัก จำกัด,firm
บจ.ตั้งตระกูลกิจมงคล จำกัด,firm
สยาม บจ.กู๊ด ไลฟ์ จำกัด,firm
อินโนเวชั่น บจ.นิววอเตอร์ จำกัด,firm
บจ.ทิกเก็ตทราเวลเซ็นเตอร์ จำกัด,firm
บ้านศาลา หจ.แปลงใหญ่พืชผัก ม.8 จำกัด,firm
หจ.ตระกูลลำดวนค้าปลีกส่ง,firm
ทรานสปอร์ต บจ.รวยล้นฟ้า จำกัด,firm
อินเตอร์เทรด บจ.ดับเบิ้ล วี จำกัด,firm
คุ๊ก บจ.คิท แอนด์ จำกัด,firm
โซลูชั่น บจ.อุบล ออลล์ จำกัด,firm
แพคเกจจิ้ง บจ. รวยทรัพย์ จำกัด,firm
บจ.หว่านพืชหวังผล จำกัด,firm
17 หจ.วิสาหกิจชุมชนกลุ่มพัฒนาเกษตรกรบ้านสมบูรณ์สามัคคี หมู่ จำกัด,firm
แอสโซซิเอทส์ บจ.วีทีเอส แอนด์ จำกัด,firm
อินเตอร์เนชั่นแนล บจ.เอ็นวีเค จำกัด,firm
อิน บจ.ดิ ออล จำกัด,firm
หางน้ำสาคร หจ.กลุ่มเลี้ยงสัตว์นาหญ้าแปลงใหญ่ จำกัด,firm
โซลูชั่นส์ บจ.อัลปากา มีเดีย แอนด์ เทคโนโลยี จำกัด,firm
เซอร์วิส บจ.มาซาน จำกัด,firm
แชมป์เปี้ยน บจ.ซีดับเบิ้ลยู จำกัด,firm
บิสซิเนส บจ.9 หน้า จำกัด,firm
(ประเทศไทย) หจ.เมธา ฟู๊ด อินดัสตรี้ จำกัด,firm
หจ.ลอนชัยการโยธา,firm
มหาสารคาม บจ.ปีมงคลไอซ์ จำกัด,firm
789 บจ.แกลเลอรี่ จำกัด,firm
มาร์เก็ตติ้ง บจ.สุรชัย ฟู้ดส์ แอนด์ จำกัด,firm
2564 บจ.เอ็นทีฟาร์ม จำกัด,firm
หจ.บุญศุภานันท์,firm
กรุ๊ป หจ.โชคทองดี แบคโฮ จำกัด,firm
บจ.โอคาเนะโมจิ จำกัด,firm
ซุปเปอร์ริช บจ.เอสดับบลิวเจ จำกัด,firm
อินสเปคชั่น บจ.นอส จำกัด,firm
โลจิสติกส์ หจ.ฟาสติ้ง กรุ๊ป จำกัด,firm
อินเตอร์กรุ๊ป บจ.อาภรณ์ภัณฑ์ จำกัด,firm
เซอร์วิส บจ.ดีเจไอ จำกัด,firm
เอ็กเพรส บจ.พลัส414 จำกัด,firm
โฮม บจ.สิริน เนิร์สซิ่ง จำกัด,firm
ไซเอนติฟิก บจ.ออล จำกัด,firm
คอร์ปอเรชั่น บจ.ไทยวัสดุ รีไซเคิล เมทัล จำกัด,firm
ซัพพลาย หจ.เค.พี. ทูลส์ เซอร์วิส แอนด์ จำกัด,firm
คอนสตรัคชั่น หจ.เอ็น.ซี.ที. นิว จำกัด,firm
เฉ่ว บจ.หนาน จำกัด,firm
หจ.ชินกรก่อสร้าง,firm
คลินิก หจ.บี แอนด์ บี เดนทัล จำกัด,firm
แบงคอค บจ.สตูดิโอ เคท จำกัด,firm
เอเซีย บจ.ไรท์ แฮนด์ โซลูชั่น จำกัด,firm
วิศวกรรม บจ.ตรีเทคโนโลยี แอนด์ จำกัด,firm
เทรดดิ้ง หจ.แสงดาว จำกัด,firm
รีโวลูชั่น บจ.กรีน จำกัด,firm
(2012) บจ.เสถียรพาณิชย์ มอเตอร์ไบค์ บ้านกลาง จำกัด,firm
เอ็กซ์เพรส หจ.ธนวัฒน์ จำกัด,firm
บจ.แคนนาชา จำกัด,firm
2021 หจ.อาร์เธอร์ จำกัด,firm
(ประเทศไทย) บจ.อะลาดิน วัน จำกัด,firm
เคมีคอล บจ.ทริปเปิล บี จำกัด,firm
คอนสตรัคชั่น บจ.ธนดล อลูเทค แอนด์ จำกัด,firm
บจ.เอสแอนด์พีแอคเคาท์ติ้ง จำกัด,firm
โฮมเซอร์วิส หจ.สหแอร์ จำกัด,firm
สิบเอ็ด บจ.สิบ แอนด์ จำกัด,firm
อินเตอร์ฟู้ด บจ.เจเอสเอ็น จำกัด,firm
