name,Class
บจ.168 มหาศาล ซีเมนต์ จำกัด,firm
บจ.รินโต้คราฟส์แมน จำกัด,firm
หจ.ปัญญากิจรุ่งเรือง,firm
บจ.เนโอ ไทย เอเชีย จำกัด,firm
บจ.ตากลม ฟิล์ม จำกัด,firm
บจ.พีเคพี แอร์เซอร์วิสแอนด์เอ็นจิเนียริ่ง จำกัด,firm
บจ.สยาม แอกริ โปรดักส์ จำกัด,firm
บจ.เอสเค 1998 จำกัด,firm
หจ.พัชรพร ทรัพย์ไพศาล,firm
บจ.เอ็นไว แคร์ แอนด์ เซอร์วิส จำกัด,firm
บจ.ออเรนจ์ โฮมการ์เดน 4289 จำกัด,firm
บจ.บิกซ์ ซัคคิวเลนต์ จำกัด,firm
บจ.ซินชาน จำกัด,firm
หจ.รถขนพระ,firm
บจ.พี.เค.พี. เทคโนโลยี จำกัด,firm
บจ.ร่ำรวยคาร์ฟ จำกัด,firm
บจ.วลัย แอนด์ ธนบดี ทรานสปอร์ต จำกัด,firm
หจ.ทรัพย์เพิ่มพูน6289,firm
หจ.ป.พงษ์ศักดิ์การโยธา,firm
หจ.อนิวัตติ์ คอนสตรัคชั่น,firm
หจ.ลิ้นจี่แปลงใหญ่แม่ใจ,firm
บจ.คีย์ อินเตอร์เทรด จำกัด,firm
บจ.แอสบิลท์  ซัพพลาย จำกัด,firm
หจ.ภูจิราวัฒน์ คอนสตรัคชั่น,firm
บจ.มินทฎา เอ็กซ์เพรส จำกัด,firm
หจ.ส.สมหมาย รุ่งเรืองพาณิชย์,firm
หจ.เคี้ยงพานิชกิจ,firm
บจ.เอ็ม729 จำกัด,firm
บจ.เอสเอสวี ไบโอเทค จำกัด,firm
บจ.บิลเลี่ยน เฟอร์ติไลน์เซอร์ จำกัด,firm
บจ.เอ็น.เค.ที คอมเมอร์เชียล จำกัด,firm
บจ.ดอกเตอร์ จอย คอนซัลติ้ง จำกัด,firm
บจ.เซเว่นสตาร์  2021 จำกัด,firm
หจ.ชัยชนะ 99 (แอมมิวเลท),firm
หจ.น.เจริญโชคก่อสร้าง,firm
บจ.สิริน อาร์คิเทค กรุ๊ป จำกัด,firm
บจ.คอสต้า อัลแคนทาร่า จำกัด,firm
หจ.เกษ คอสเมติกส์8,firm
บจ.เอ็นเอสพีซี จำกัด,firm
บจ.เพชรราชา การเกษตร จำกัด,firm
หจ.มั่งมีทวีลาภ 2,firm
หจ.ซีซีเอ็น ทรานเซอร์วิส,firm
หจ.โชพลัส คลาวด์,firm
หจ.กัญญ์ณิสร์,firm
หจ.ศิรินาวิน เอ็กซ์ปอร์ตเซ็นเตอร์,firm
บจ.มาริสา อาร์คิเทค อินทีเรีย ดีไซน์ แอนด์ บิวท์ จำกัด,firm
หจ.ริชญา 99,firm
บจ.บี.เค.เวลธ์ กรุ๊ป จำกัด,firm
บจ.ซูชิ ทาสึ บางปะกง จำกัด,firm
บจ.เอช วาย ดี จี จำกัด,firm
บจ.แสงจันทร์ แอนด์ ดอเธอร์ จำกัด,firm
หจ.รุ่งเจริญก่อสร้าง 999,firm
หจ.แปลงใหญ่ข้าวโพดเลี้ยงสัตว์ ต.บ้านดง,firm
บจ.รัตน์ตะวัน อลูมินัม จำกัด,firm
บจ.ไทม์ แอนด์ ทีค จำกัด,firm
หจ.ครัวคุณจิน,firm
บจ.ลีฟวิ่ง ดี พร๊อพเพอร์ตี้ จำกัด,firm
หจ.เคทีเจ เทเลคอม,firm
บจ.กัลฟ์ เจพี1 จำกัด,firm
บจ.บ้านสวนเทรดดิ้ง จำกัด,firm
บจ.พี พี ดับเบิ้ลยู ซัพพลาย แอนด์ เซอร์วิส จำกัด,firm
บจ.สตาร์ แพ็คเกจจิ้ง จำกัด,firm
บจ.ฐิติ โฮลดิ้ง จำกัด,firm
บจ.ซีเอ็นวายวัน จำกัด,firm
บจ.ไตรทอง จำกัด,firm
หจ.เอสวัน ออโต้ไทร์,firm
หจ.แปลงใหญ่ข้าว ม.3 ต.ดอนเมย,firm
บจ.ไคโอ พาร์ท แอนด์ โมลด์ จำกัด,firm
บจ.เอ็นเอ็มพี บิสเนส แอนด์ เซอร์วิส จำกัด,firm
บจ.นครราชสีมาพาณิชย์และอุตสาหกรรม จำกัด,firm
บจ.เอสซีเอ็ม ดีเวลลอปเม้นท์ จำกัด,firm
บจ.เดียเนียม หัวหิน จำกัด,firm
หจ.ศิวาคิม,firm
บจ.พันล้าน 168 เทรดดิ้ง จำกัด,firm
หจ.ทิพย์โอชา,firm
หจ.รักษ์หนองแก้วแปรรูปเกษตรอินทรีย์,firm
บจ.สยามอินโนเวทีฟ เทคโนโลยี จำกัด,firm
หจ.บ้านถ่อน - เชียงพิณ คาร์ เซอร์วิส,firm
หจ.มานนปิโตรเลียม,firm
บจ.สมาย เอ็กเพรส จำกัด,firm
บจ.ยิ่งใหญ่ เซ็นทิลเลียนแนร์ จำกัด,firm
หจ.ทีแอลดี มินิมาร์ท,firm
บจ.วราอุตสาหกรรมไม้ จำกัด,firm
บจ.เจริญกรุง 16 เภสัช จำกัด,firm
บจ.กู้ดแมท จำกัด,firm
บจ.โบกี โบกี จำกัด,firm
บจ.ยูเอ็นแคร์ จำกัด,firm
หจ.คลังมหาโชค,firm
บจ.ซาร่า ฟู้ด จำกัด,firm
บจ.ซีเอสอี 30 อินโนเวชั่น เทคโนโลยี จำกัด,firm
บจ.ชยุตรา คอนสตรัคชั่น จำกัด,firm
บจ.สิริทรัพย์ อินโนเวชั่นกรุ๊ป จำกัด,firm
หจ.เจ โปรเจค,firm
บจ.ซีเอ็ม51 จำกัด,firm
บจ.อัลฟ่าซอฟท์ ดีเวลลอปเมนท์ จำกัด,firm
หจ.ศักดิ์เจริญรุ่งเรืองถาวรการช่าง,firm
บจ.บีทีแอลโอ ภูเก็ต จำกัด,firm
บจ.ทีโออาร์ อินเตอร์เทรด จำกัด,firm
บจ.อัลติเมท ไทร์บ จำกัด,firm
หจ.  กิ่งทอง  แม่สาย,firm
บจ.เอเชีย นูทริชั่น จำกัด,firm
บจ.ซีอี เรียล เอสเตท จำกัด,firm
บจ.ซีแอนด์ที โหลงไห่ อินเตอร์เนชั่นแนล เทรด จำกัด,firm
บจ.ทาเล้นท์ คลิค จำกัด,firm
บจ.พรทิพย์156 จำกัด,firm
บจ.ร่ำรวยให้เข็ด จำกัด,firm
หจ.พีพีทีที 77 ทรานสปอร์ต,firm
หจ.ไทม์รุ่งโรจน์ 2021,firm
บจ.บี อาร์ ซี พร๊อพเพอตี้ จำกัด,firm
บจ.พัฒนาอสังหา จี2 จำกัด,firm
หจ.สมศักดิ์ คอนสตรัคชั่น,firm
หจ.เซอร์เฟอร์ (ไทยแลนด์),firm
บจ.พีเอ็มเอส คอนสตรัคชั่น อินดรัสเทียล เทรนนิ่ง แอนด์ คอนซัลติ้ง จำกัด,firm
บจ.พี.อัครินทร์ จำกัด,firm
หจ.ฉัตรอำไพการค้า,firm
บจ.สต็อคบี จำกัด,firm
หจ.ภูมิตะวัน การสร้าง,firm
บจ.มีดี ซุปเปอร์สโตร์ จำกัด,firm
บจ.ไฮโดรเทคโนโลยี อินเตอร์เทรด จำกัด,firm
บจ.อลิน2020 อิเล็คทริค จำกัด,firm
บจ.เก้าร้อยไร่แม่โจ้ ยานยนต์เซอร์วิส จำกัด,firm
หจ.สุวรรณพันธ์ทิพย์ดิเวลลอปเม้นท์,firm
บจ.เอ็มเอสจี โกลฟ แอนด์ เฮลท์ จำกัด,firm
หจ.คณาธิป การโยธา,firm
บจ.เบบี้ไลน์ จำกัด,firm
หจ.อาทิตย์ค้าวัสดุ,firm
บจ.โซโซซิตี้ จำกัด,firm
หจ.ออลกู๊ดเอเจนซี่,firm
บจ.ไลท์เฮ้าส์ ภูเก็ต จำกัด,firm
หจ.ดอริเน่ 49,firm
บจ.ไทเค พริ้นติ้ง แอนด์ แพ็คเกจจิ้ง โปรดักส์ จำกัด,firm
